,Graze name,Cone,Color,Testing,Surface,Firing,Transparency,Recipe1,Recipe2,Recipe3,Recipe4,Recipe5,Recipe6,Recipe7,Recipe8,Recipe9,Recipe10,Recipe11,Recipe12,Recipe13
495,Saturated Iron V.C.,9 - 10,Black to Plum Red,Untested,Glossy Satin,Reduction,,Custer feldspar	20.00,Kona F-4 spar	14.00,Whiting	17.00,Barium carbonate	3.00,EPK	15.00,Flint	31.00,Red iron oxide	10.00,,,,,,
496,Semi Matt Red,10,Opaque Red,,Semi-Matte or Satin,,,Zinc oxide (calcined)	6.50,Whiting	13.00,Ferro frit 3134	9.00,G-200 feldspar	39.00,Ball clay	7.50,Silica	25.00,Copper carbonate	0.40,Tin oxide	9.00,,,,,
497,Semi-Matte Magnesia Base Rhodes,10,,Untested,Satin matt,reduction,Opaque,Custer spar	42.90,Gerstley borate	12.40,Dolomite	6.70,Talc	14.30,EPK	4.80,Silica	19.10,,,,,,,
498,SG-21,10,Tan,,Matt,Oxidation,Semi-opaque,Kona F-4 feldspar	40.00,Whiting	10.00,Dolomite	15.00,Magnesium carbonate	10.00,EPK	15.00,Flint	10.00,,,,,,,
499,SG-21 adjusted,10,Tan,Untested,Matt,Oxidation,Semi-opaque,Kona F-4 feldspar	34.20,Dolomite	28.20,Magnesium carbonate	0.80,Silica	23.10,Bone ash	0.07,Alumina hydrate	13.60,,,,,,,
500,Shaner Oribe,10 - 11,green,Untested,gloss,reduction,,Custer feldspar	30.91,Silica	25.32,Whiting	22.36,Talc	7.81,EPK	12.55,Bone ash	1.05,Bentonite	1.05,Copper carbonate	5.49,,,,,
501,Shino #1 Malcolm Davis,9 - 10,,Untested,,reduction,,Nepheline syenite	45.00,Soda ash	19.00,OM-4 Ball Clay	15.00,Soda feldspar	11.00,EPK	10.00,,,,,,,,
502,Shino #1 Warren MacKenzie's,9 - 10,,Untested,,reduction,,Nepheline syenite	60.61,Kentucky OM #4	20.00,Spodumene	15.16,Soda ash	4.02,Bentonite	2.33,,,,,,,,
503,Shino #2 Malcolm Davis,9 - 10,,Untested,,reduction,,Nepheline syenite	44.73,Soda ash	16.20,OM-4 Ball Clay	12.92,Soda feldspar	9.24,EPK	16.90,,,,,,,,
504,Shino #2 Oestreich,9 - 10,Tan,,Semi-gloss,Reduction,Opaque,Nepheline syenite	42.88,Kona F-4 feldspar	10.28,Spodumene	14.47,Kentucky OM #4	14.29,EPK	14.29,Soda ash	3.78,,,,,,,
505,Shino #2 Warren MacKenzie's,9 - 10,,Untested,,reduction,,Custer feldspar	42.42,Spodumene	36.36,EPK	12.12,Soda ash	9.09,,,,,,,,,
506,Shino #3 Malcolm Davis,9 - 10,,Untested,,reduction,,Nepheline syenite	38.64,Soda ash	16.32,OM-4 Ball Clay	13.01,EPK	17.02,Kona F-4 feldspar	9.31,Redart clay	5.71,,,,,,,
507,Shino #4,10,white to orange if thin,Untested,"shiny, glossy",Reduction,,Soda ash	4.55,Nepheline syenite	68.18,Spodumene	4.54,EPK	4.55,Kentucky ball clay	18.18,,,,,,,,
508,Shino #4 David Cuzick,9 - 10,,Untested,,reduction,,Nepheline syenite	68.18,Spodumene	4.54,OM-4 Ball Clay	18.18,EPK	4.55,Soda ash	4.55,,,,,,,,
509,Shino Bill Buckner's Carbon Trapping Orange,9 - 10,,,Semi-gloss,Reduction,Opaque,Nepheline syenite	40.00,Soda feldspar	13.00,Spodumene	9.00,Ball clay	15.00,Kaolin	8.00,Cedar Heights Redart	3.00,Soda ash	12.00,,,,,,
510,Shino Bill Buckner's Carbon Trapping Orange,9 - 10,,,Gloss,Reduction,Opaque,Nepheline syenite	40.00,Soda feldspar	13.00,Spodumene	9.00,Ball clay	15.00,Kaolin	8.00,Cedar Heights Redart	3.00,Soda ash	12.00,,,,,,
511,Shino C10R Revised Shaner,10,orange to grey white,Untested,?,reduction,,Nepheline syenite	36.00,EPK	27.00,Spodumene	13.00,OM-4 Ball Clay	12.00,Kona F-4 Feldspar	9.00,Soda ash	3.00,,,,,,,
512,Shino Carbon Trap,9 - 10,white to orange,,shiny glossy,Reduction,Opaque,Nepheline syenite	75.00,Soda ash	8.00,Lithium carbonate	7.00,EPK	5.00,Flint	5.00,,,,,,,,
513,Shino Carbon Trapping Orange,10 - 11,Orange,,shiny glossy,Reduction,Opaque,Nepheline syenite	40.00,Soda feldspar	13.00,Spodumene	9.00,Ball clay	15.00,Kaolin	8.00,Redart clay	3.00,Soda ash	12.00,,,,,,
514,Shino Craig Pearce Salt,10 - 12,,Untested,,reduction,,Nepheline syenite	88.00,Kaolin	9.00,Ball clay	3.00,Salt	5.00,,,,,,,,,
515,Shino David Shaner,9 - 10,,,Gloss,Reduction,,Nepheline syenite	39.47,Kaolin	30.70,Spodumene	13.38,Kentucky OM #4	13.16,Soda ash	3.29,,,,,,,,
516,Shino David Shaner's Carbon Trap,9 - 10,,,Gloss,Reduction,Opaque,Soda feldspar	14.58,Spodumene	12.50,EPK	2.91,Soda ash	3.33,Nepheline syenite	50.02,Ball clay	16.66,Bentonite	3.00,,,,,,
517,Shino Dry,10,Orange-red,,Matt,Wood,Semi-opaque,Nepheline syenite	41.56,Spodumene	27.67,EPK	23.00,,,,,,,,,,
518,Shino Glaze,9 - 10,,Untested,Shiny or Glossy,reduction,,Soda ash	8.08,Spodumene	30.30,Nepheline syenite	39.40,EPK	5.05,OM-4 Ball Clay	17.17,,,,,,,,
519,Shino Green Salt,9 - 10,,Untested,,reduction,,Nepheline syenite	45.00,Kona F-4 Feldspar	10.80,Spodumene	15.20,EPK	10.00,Soda ash	4.00,Red Art Clay	15.00,,,,,,,
520,shino Gustin,10,orange to white,Untested,?,Reduction,,Nepheline syenite	45.00,Spodumene	15.00,OM-4 ball clay	15.00,Kona F-4 Feldspar	11.00,EPK kaolin	10.00,Soda ash	4.00,,,,,,,
521,Shino Gustin Recalc,10,orange to white,Untested,?,Reduction,,Nepheline syenite	44.80,Spodumene	15.00,Kona F-4 feldspar	5.20,Kaolin - theoretical	27.00,Soda ash	5.10,Flint	3.00,,,,,,,
522,Shino Gustin Rev.,9 - 10,White to orange,Untested,Glossy,Reduction,,Neph Sye	45.00,Kona F-4 Feldspar	11.00,Spodumene	15.00,Ball clay	15.00,Calcined kaolin	10.00,Soda ash	4.00,Bentonite	1.00,,,,,,
523,Shino Gustin's #1,9 - 10,,Untested,,reduction,,Nepheline syenite	45.00,Soda feldspar	10.80,Spodumene	15.20,Ball clay	15.00,EPK	10.00,Soda ash	4.00,Bentonite	3.00,,,,,,
524,Shino Gustin's #1 Variation,9 - 10,,Untested,,reduction,,Nepheline syenite	45.00,Soda feldspar	10.80,Spodumene	15.20,Red Art Clay	15.00,EPK	10.00,Soda ash	4.00,,,,,,,
525,Shino Gustin's 2,9 - 10,,,Semi-gloss,Reduction,Opaque,Nepheline syenite	45.00,Kona F-4 feldspar	11.00,Spodumene	15.00,Ball clay	15.00,Calcined kaolin	10.00,Soda ash	4.00,Bentonite	1.00,,,,,,
526,Shino J. Kalin's Pull-it-out-of-a-hat,9 - 10,,Untested,Semi-gloss,reduction,Opaque,Nepheline syenite	50.00,Spodumene	15.00,Soda feldspar	15.00,kaolin	15.00,Silica	5.00,,,,,,,,
527,Shino Jack Troy's Carbon Trap,9 - 10,,Untested,,reduction,,Kona F-4 Feldspar	33.98,Spodumene	29.13,Nepheline syenite	14.56,kaolin	9.71,Soda ash	7.77,OM-4 Ball Clay	4.85,,,,,,,
528,Shino Jeff Oestreich's,10,,Untested,,Ox. or Red.,,Nepheline syenite	45.00,Kona F-4 Feldspar	10.80,Spodumene	15.20,Ball clay	15.00,EPK	10.00,Soda ash	4.00,,,,,,,
529,Shino Jeremy's,10,Translucent White to orange,Untested,Shiny or Glossy,salt,,Nepheline syenite	40.00,Spodumene	30.00,OM-4 Ball Clay	17.00,Soda ash	8.00,EPK	5.00,,,,,,,,
530,Shino Jeremy's Green,10,Translucent Green,Untested,Shiny or Glossy,salt,,F-4 Feldspar	10.80,Spodumene	15.20,Kaolin	10.00,Soda ash	4.00,Nepheline syenite	45.00,Redart Clay	15.00,Cobalt carbonate	0.25,Chrome oxide	0.25,,,,,
531,shino johnston,8-10,Orange,Untested,,Reduction,,Nepheline syenite	44.60,Kona F-4 feldspar	10.63,Amblygonite	15.06,Ball clay	14.87,EPK	9.91,Soda ash	2.95,KY White Glaze Clay	1.98,,,,,,
532,Shino JP's #1006 Orange Carbon Trap,9 - 10,,Untested,,reduction,,Soda ash	4.00,Kona F-4 Feldspar	18.40,Nepheline syenite	45.00,Spodumene	15.20,EPK	2.40,OM-4 Ball Clay	15.00,,,,,,,
533,Shino JP's #1188 White/Orange/Pink Super Carbon trap,9 - 10,,Untested,,reduction,,Potash feldspar	15.16,Spodumene	16.00,Soda ash	4.21,Nepheline syenite	47.37,Ball clay	17.26,,,,,,,,
534,Shino June Perry's #1013 Peach to Red,10 - 11,,Untested,,reduction,,Nepheline syenite	39.34,Spodumene	30.63,OM-4 Ball Clay	17.22,Soda ash	8.01,EPK	4.80,,,,,,,,
535,Shino June Perry's #1127 Red,10,,Untested,,reduction,,Nepheline syenite	28.57,EPK	26.79,Lizella Red	44.00,,,,,,,,,,
536,Shino June Perry's #1227 Ferguson,10,,Untested,,reduction,,Kona F-4 Feldspar	14.60,Spodumene	12.50,EPK	2.90,Nepheline syenite	50.00,OM-4 Ball Clay	16.70,Soda ash	3.30,,,,,,,
537,Shino June Perry's #789 Orange,9,,Untested,,reduction,,Nepheline syenite	53.66,Potash feldspar	41.46,OM-4 Ball Clay	2.44,Red clay	2.44,,,,,,,,,
538,Shino June Perry's #790 Red,9,,Untested,,reduction,,Nepheline syenite	20.00,Potash feldspar	40.00,Kentucky OM #4	40.00,,,,,,,,,,
539,Shino June Perry's Another Possibility,9 - 10,,Untested,,reduction,,Potash feldspar	75.00,OM-4 Ball Clay	25.00,,,,,,,,,,,
540,Shino June Perry's Possibility,9 - 10,,Untested,,reduction,,Nepheline syenite	80.00,OM-4 Ball Clay	20.00,,,,,,,,,,,
541,Shino Kalin's Green,9 - 10,Green,,,,,Nepheline syenite	45.00,Kona F-4 feldspar	10.80,Spodumene	15.20,EPK	10.00,Soda ash	4.00,Redart clay	15.00,Cobalt carbonate	0.25,Chrome oxide	0.25,,,,,
542,Shino Kansas City,10,Orange,,Waxy,Reduction,Opaque,Kona F-4 feldspar	18.60,Spodumene	15.40,Nepheline syenite	45.50,Soda ash	4.00,Ball clay	16.70,,,,,,,,
543,Shino Kansas City no spod,10,Orange,,Waxy,Reduction,Opaque,Nepheline syenite	75.50,Lithium carbonate	2.80,Whiting	0.70,Kaolin - theoretical	12.10,Silica	9.00,,,,,,,,
544,Shino Kansas City no spod w/soda,10,Orange,,Waxy,Reduction,Opaque,Nepheline syenite	57.90,Soda ash	3.90,Lithium carbonate	2.70,Whiting	0.60,Kaolin - theoretical	22.30,Silica	12.60,,,,,,,
545,Shino Linda's,9 - 10,,Untested,,reduction,,Nepheline syenite	49.48,Spodumene	25.77,EPK	5.15,OM-4 Ball Clay	8.25,Soda feldspar	7.22,Soda ash	4.12,,,,,,,
546,Shino Malcolm Davis #1,9 - 10,,Untested,,reduction,,Nepheline syenite	45.00,Soda ash	19.00,Kentucky OM #4	15.00,Soda feldspar	11.00,EPK	10.00,,,,,,,,
547,Shino Malcolm Davis #2,9 - 10,,Untested,,reduction,,Nepheline syenite	45.00,Soda ash	16.00,Soda feldspar	9.00,EPK	17.00,Kentucky OM #4	13.00,,,,,,,,
548,Shino Malcolm Davis #3,9 - 10,,Untested,,reduction,,Nepheline syenite	39.00,Soda ash	16.00,EPK	17.00,Kona F-4 feldspar	9.00,Redart clay	6.00,Kentucky OM #4	13.00,,,,,,,
549,Shino Malcolm's,10,,,Gloss,Reduction,Opaque,Nepheline syenite	40.90,Soda ash	17.30,Kentucky OM #4	13.80,Kona F-4 feldspar	9.80,EPK	18.20,,,,,,,,
550,Shino Michael Cardew,9 - 10,buff to orange,,shiny glossy,Reduction,Opaque,Nepheline syenite	43.42,Potash feldspar	44.74,Ball clay	11.84,Bentonite	5.26,Eutruia Marl	0.04,,,,,,,,
551,Shino Oesteich Salt,9 - 10,,Untested,,reduction,,Nepheline syenite	40.00,Spodumene	30.00,OM-4 Ball Clay	17.00,EPK	5.00,Soda ash	8.00,,,,,,,,
552,Shino Oestreich,9-10,Tan,,Gloss,Reduction,Opaque,Soda ash	4.00,Spodumene	15.50,Kona F-4 feldspar	18.50,nsd	45.50,Kentucky OM #4	16.50,Redart	5.00,,,,,,,
553,Shino Oestreich  #2,9 - 10,,Untested,,reduction,,Nepheline syenite	43.00,Kona F-4 feldspar	10.00,Spodumene	14.00,Kentucky OM #4	15.00,EPK	14.00,Soda ash	4.00,,,,,,,
554,Shino Oestreich's,10,,Untested,,Ox. or Red.,,Nepheline syenite	45.00,Kona F-4 feldspar	10.80,Spodumene	15.20,Ball clay	15.00,EPK	10.00,Soda ash	4.00,,,,,,,
555,Shino Orange,9 - 10,orange,,shiny glossy,,,Kona F-4 feldspar	10.49,Spodumene	14.76,EPK	9.71,Soda ash	3.88,Nepheline syenite	43.69,Ball clay	14.56,Redart clay	2.91,Bentonite	1.94,,,,,
556,Shino P.D. Crack,10,Orange,,Gloss,Reduction,Opaque,Custer feldspar	8.00,Spodumene	11.00,Soda ash	3.00,Nepheline syenite	37.00,Kentucky OM #4	11.00,Magnesium carbonate	4.00,EPK	26.00,,,,,,
557,Shino Paul Davis,10,,,Gloss,Reduction,,Nepheline syenite	49.48,Spodumene	33.06,Zirconium silicate	4.99,Alumina hydrate	12.47,Salt	2.08,Bentonite	4.16,,,,,,,
558,Shino Shaner Revised,9 - 10,,,,,,Nepheline syenite	36.00,Kona F-4 feldspar	9.00,Spodumene	13.00,Kentucky OM #4	12.00,EPK	27.00,Soda ash (anhydrous)	3.00,,,,,,,
559,Shino Shaner's Sinter,9 - 10,,,Gloss,Reduction,Opaque,Nepheline syenite	36.07,Kona F-4 feldspar	8.62,Spodumene	12.22,Kentucky OM #4	12.02,EPK	28.06,Soda ash	3.01,,,,,,,
560,Shino slip,10,,,,,,Kona F-4 feldspar	18.40,Spodumene	15.20,Kentucky OM #4	15.00,Soda ash	4.00,Nepheline syenite	45.00,EPK	2.40,Bentonite	2.00,,,,,,
561,Shino Slip Anderson Ranch,9 - 10,,Untested,?,reduction,,Soda ash	3.20,Spodumene	12.16,Kona F-4 Feldspar	8.64,Nepheline syenite	36.00,EPK	28.00,OM-4 Ball Clay	12.00,Bentonite	3.00,,,,,,
562,Shino SO41,9 - 10,,Untested,Semi-gloss,reduction,Opaque,Kona F-4 Feldspar	33.98,Spodumene	29.13,EPK	9.71,Soda ash	7.77,Nepheline syenite	14.56,Ball clay	4.85,,,,,,,
563,Shino Southwest Craft Center,9 - 10,,Untested,,reduction,,Soda ash	3.05,Nepheline syenite	57.31,Spodumene	23.97,Ball clay	15.67,Bentonite	3.41,,,,,,,,
564,Shino Southwest Craft Center,9 - 10,,Untested,,reduction,,Soda ash	3.05,Nepheline syenite	57.31,Spodumene	23.97,Ball clay	15.67,Bentonite	3.41,,,,,,,,
565,Shino Tight Crawl,10,orange,,Gloss,Reduction,Semi-opaque,Nepheline syenite	56.11,Salt	2.93,Calcined kaolin	15.13,EPK	16.78,rhyolite	9.05,,,,,,,,
566,Shino Tight Crawl no rhyolite,10,orange,,Gloss,Reduction,Semi-opaque,Nepheline syenite	47.50,Soda ash	5.00,Dolomite	0.01,Whiting	0.10,EPK	45.90,Silica	1.30,Rutile	0.10,Red iron oxide	0.06,,,,,
567,Shino Todd Osborne,9 - 10,,Untested,,reduction,,Nepheline syenite	45.00,Kona F-4 Feldspar	10.80,Spodumene	15.20,OM-4 Ball Clay	15.00,EPK	10.00,Soda ash	4.00,,,,,,,
568,Shino Type Glaze,10,Translucent White to orange,Untested,Shiny or Glossy,salt,,Soda ash	10.00,Spodumene	40.00,Nepheline syenite	40.00,OM-4 Ball Clay	10.00,Bentonite	1.50,,,,,,,,
569,Shino Very Dry Wilson,10,red,,Matt,Wood,Opaque,Nepheline syenite	41.56,Spodumene	27.67,EPK	23.08,Zircopax	4.20,Bentonite	3.50,,,,,,,,
570,Shino Virginia Wirt's Carbon Trap,9 - 10,,Untested,,reduction,Opaque,Soda feldspar	42.24,Spodumene	36.14,Kaolin	12.01,Soda ash	9.61,,,,,,,,,
571,Shino Warren MacKenzie's #1,9 - 10,,,,,,Nepheline syenite	60.61,Kentucky OM #4	20.21,Spodumene	15.16,Soda ash	4.02,Bentonite	2.33,,,,,,,,
572,Shino Warren MacKenzie's #2,9 - 10,,,,,,Custer feldspar	42.42,Spodumene	36.36,EPK	12.12,Soda ash	9.09,,,,,,,,,
573,Shino Wirt,9 - 10,,,,,,Kona F-4 feldspar	18.00,Spodumene	15.00,Soda ash	4.00,Nepheline syenite	47.00,Tennessee ball clay	16.00,,,,,,,,
574,Shno Malcolm's,10,,,Gloss,Reduction,Opaque,Nepheline syenite	40.90,Soda ash	17.30,Kentucky OM #4	13.80,Kona F-4 feldspar	9.80,EPK	18.20,,,,,,,,
575,Shrimp,9 - 10,"orange tan, perhaps pinkish?",,,,,Whiting	18.82,Cornwall Stone	20.12,Custer feldspar	41.04,Kentucky OM #4	9.11,Kaolin	7.91,Zinc oxide	3.00,Red iron oxide	6.11,Rutile	4.00,,,,,
576,Slip #1818 Kawai,6 - 10,White,Untested,unglazed,Ox. or Red.,Opaque,"Grog,150 mesh	80.00",Kaolin	20.00,,,,,,,,,,,
577,Slip #1818 Kawai,6 - 10,,Untested,Slip or Engobe,Ox. or Red.,,"Grog,150 mesh	80.00",Kaolin	20.00,,,,,,,,,,,
578,Slip #4 Fake Avery Flashing,8 - 9 - 10,Opaque Red orange,Untested,Unglazed,Salt - Soda,Opaque,Nepheline syenite	20.00,China clay	30.00,Calcined kaolin	30.00,EPK	20.00,,,,,,,,,
579,Slip Avery Salt - Wild,10,orange,,slip,Salt - Soda,Opaque,Avery kaolin	25.00,Grolleg	50.00,Calcined kaolin	25.00,,,,,,,,,,
580,Slip Avery/Fake Avery,9 - 10 - 11,tan to brown,Untested,slip or engobe,Salt - Soda,,Grolleg Kaolin	57.00,OM-4 Ball Clay	35.00,Nepheline syenite	8.00,,,,,,,,,,
581,Slip Bisque,10,,Untested,Matt,Reduction,Opaque,Kaolin	12.50,Ball clay	18.80,Feldspar	25.00,Frit 3110	12.50,Silica	31.30,,,,,,,,
582,Slip Black,9-10,Black,,,Reduction,Opaque,Alberta slip	90.00,Nepheline syenite	5.00,Cobalt oxide	5.00,,,,,,,,,,
583,Slip black,9-=10,Black,,,Reduction,Opaque,Albany slip	95.00,Nepheline syenite	5.00,Cobalt oxide	2.00,,,,,,,,,,
584,Slip Bringle,10,,Untested,Matt,Reduction,Opaque,Kaolin	21.10,Ball clay	21.10,Nepheline syenite	26.30,Silica	31.60,,,,,,,,,
585,Slip Coleman Porcelain,8-10,White,,Lichen,Ox. or Red.,Opaque,Grolleg	32.00,Custer feldspar	32.00,Ball clay	8.00,Silica	24.00,Plastic vitrox	2.00,Pyrax	2.00,CMC	2.00,,,,,,
586,Slip Flashing,8-10,,,,Ox. or Red.,,Avery kaolin	75.00,Nepheline syenite	25.00,,,,,,,,,,,
587,Slip Flashing 2,8-10,,,,Reduction,,Grolleg	30.00,#6 Tile clay	20.00,EPK	10.00,XX Sagger clay	10.00,Custer feldspar	15.00,Flint	10.00,Nepheline syenite	5.00,,,,,,
588,Slip Flashing Silverman's,9 - 10,orange,,slip or engobe,,Opaque,Nepheline syenite	10.00,Avery kaolin	80.00,XX Sagger clay	10.00,,,,,,,,,,
589,Slip Greenware,10,,Untested,Matt,Reduction,Opaque,Kaolin	40.00,Ball clay	10.00,Potash feldspar	25.00,Silica	25.00,,,,,,,,,
590,Slip Grolleg,10,White,,unglazed,Soda,Opaque,Grolleg	42.50,Calcined kaolin	42.50,Nepheline syenite	15.00,,,,,,,,,,
591,Slip Jeremy's Fake Avery,10,,,,,,China clay	30.00,Calcined kaolin	30.00,EPK	20.00,Nepheline syenite	20.00,,,,,,,,,
592,Slip Johnston Flashing,10,Orange,Untested,unglazed,Reduction,Opaque,Grolleg	50.00,Newman Red	10.00,EPK	10.00,Nepheline syenite	30.00,,,,,,,,,
593,slip Louis' Salt,9 - 10,,Untested,Unglazed,Ox. or Red.,,AP Green Fireclay	22.52,OM-4 Ball Clay	22.52,Cedar Heights Goldart Clay	22.52,EPK	22.52,Custer feldspar	5.41,Silica	4.50,,,,,,,
594,Slip McKenzie's Yellow for Soda,9-10,Yellow,,unglazed,Salt - Soda,Opaque,Nepheline syenite	31.60,Ball clay	63.20,Flint	5.30,Zircopax Plus	5.30,Titanium dioxide	7.00,,,,,,,,
595,slip Mills Bisque,8 - 10,white as base,,slip or engobe,,,Calcined kaolin	25.00,Ball clay	25.00,Potash feldspar	45.00,Ferro frit 3124	5.00,,,,,,,,,
596,Slip Mustard,10,Yellow,,unglazed,Soda,Opaque,Kentucky OM #4	45.00,Calcined kaolin	45.00,Nepheline syenite	10.00,Titanium dioxide	10.00,,,,,,,,,
597,Slip Nancy's Black Wood/Soda,9-10,Black,,Unglazed,Wood,Opaque,Gerstley borate	60.00,Mason 6600 black stain	40.00,,,,,,,,,,,
598,slip Robin Hopper's,04 - 12,off white,Untested,Slip or Engobe,Ox. or Red.,,Ball clay	75.00,Kaolin	10.00,Flint	10.00,Feldspar	5.00,,,,,,,,,
599,slip Silverman Flashing,9 - 10,orange,,slip or engobe,Salt - Soda,Opaque,Nepheline syenite	10.00,Avery kaolin	80.00,XX Sagger clay	10.00,,,,,,,,,,
600,Slip Troy's Flashing research,10,orange,,,Salt - Soda,,Grolleg	84.00,Borax	6.00,Zircopax	10.00,,,,,,,,,,
601,Slip Troy's Flashing research no borax,10,orange,,,Salt - Soda,,Kaolin - theoretical	72.70,Magnesium carbonate	0.70,Wollastonite	0.10,Frit 3185	6.50,Nepheline syenite	14.30,Alumina hydrate	5.00,Rutile	0.03,Red iron oxide	0.70,Zircopax	10.00,,,,
602,Slip Troy's Flashing research no borax 2,10,orange,,,Salt - Soda,,Grolleg	84.00,Borax	6.00,Zircopax	10.00,,,,,,,,,,
603,slip UF high-fire tizzy,8-10,Red,,unglazed,Ox. or Red.,Opaque,EPK	51.00,Kentucky OM #4	37.00,Custer feldspar	8.00,Whiting	3.00,Flint	1.00,Copper carbonate	8.00,,,,,,,
604,slip UF shop base,8-10,White,,Metallic,Ox. or Red.,Opaque,EPK	36.00,Kentucky OM #4	27.00,Custer feldspar	15.00,Whiting	7.00,Flint	15.00,,,,,,,,
605,slip UF shop black,8-10,Black,,unglazed,Ox. or Red.,Opaque,Redart	40.00,Custer feldspar	20.00,Ball clay	40.00,Red iron oxide	5.00,Cobalt carbonate	2.00,Manganese dioxide	5.00,Chromium oxide	1.00,,,,,,
606,Slip Wood's Black,10,Black,,,Ox. or Red.,Opaque,Redart	50.00,Ball clay	25.00,Manganese dioxide	15.00,black stain	12.00,Black iron oxide	5.00,,,,,,,,
607,Sloan's Black,10,charcoal black,Untested,satin matt,reduction,,Potash feldspar	43.07,Whiting	18.41,Silica	11.01,Kaolin	22.77,Zinc oxide	4.74,Tin oxide	1.90,Rutile	2.85,Cobalt oxide	0.95,Red iron oxide	7.59,,,,
608,Sloan's Black revisited,10 - 11,black,,satin to gloss,,,Custer spar	45.85,Flint	24.45,Whiting	14.19,Ball clay	8.73,Borax	4.59,Zinc oxide	2.18,Cobalt oxide	5.02,Red iron oxide	3.28,Chrome oxide	1.09,,,,
609,Smith Spodumene,10,white with ornage spots,Untested,semimatte,reduction,,Custer feldspar	30.00,EPK	25.00,Dolomite	22.00,Spodumene	20.00,Whiting	3.00,Tin oxide	5.00,,,,,,,
610,SO41 Shino,9 - 10,,,,,,Kona F-4 feldspar	33.98,Spodumene	29.13,EPK	9.71,Soda ash	7.77,Nepheline syenite	14.56,Ball clay	4.85,,,,,,,
611,Sondahl C-4 Matte,8,,,matte,,,Custer feldspar	21.14,Dolomite	21.14,Kaolin	21.14,Whiting	12.20,Pemco frit P-25	12.20,Silica	12.20,Bentonite	2.44,,,,,,
612,Southwest Craft Center Shino,9 - 10,,,,,,Soda ash	3.05,Nepheline syenite	57.31,Spodumene	23.97,Ball clay	15.67,Bentonite	3.41,,,,,,,,
613,Splotchy Lavender Glaze,10,lavender,Untested,Shiny or Glossy,reduction,,Barium carbonate	2.02,Calcined Zinc Oxide	4.04,Lithium carbonate	2.02,Whiting	14.14,Custer feldspar	50.51,Ferro Frit 3134	7.07,"Silica, (325 mesh)	20.20",Copper carbonate	0.61,Tin oxide	1.01,Bentonite	1.01,,,
614,Spodumene 1 V.C.,9 - 10,Buff to brown,Untested,Smooth Matt,Reduction,,Custer spar	30.00,EPK	24.00,Spodumene	20.00,Dolomite	22.00,Whiting	4.00,Zircopax	6.00,,,,,,,
615,Spodumene 2 V.C.,9,White,Untested,Matt Stony,Reduction,,Custer spar	28.00,Spodumene	18.00,Dolomite	20.00,EPK	23.00,Whiting	4.00,Wollastonite	4.00,Bone ash	3.00,Tin oxide	5.00,,,,,
616,Spodumene Smith,10,white with ornage spots,Untested,semimatte,reduction,Opaque,Custer feldspar	30.00,EPK	25.00,Dolomite	22.00,Spodumene	20.00,Whiting	3.00,Tin oxide	5.00,,,,,,,
617,Spodumene V.C. TS,9 - 10,Tan to Rust Brown,Untested,Stoney Matt,Reduction,,Custer feldspar	30.00,Spodumene	20.00,EPK	26.00,Dolomite	22.00,Whiting	2.00,Zircopax	6.00,,,,,,,
618,Staley Red to Green,10,red to green,,Gloss,Salt - Soda,Transparent,Custer spar	50.00,Whiting	15.00,EPK	13.00,Dolomite	2.00,Flint	20.00,Copper carbonate	8.00,Red iron oxide	1.00,Bentonite	2.00,,,,,
619,Staley Red to Green base as matte,10,red to green,,Gloss,Salt - Soda,Transparent,Custer feldspar	45.00,Whiting	1.00,Dolomite	25.00,Kaolin - theoretical	11.00,Silica	18.00,Copper carbonate	0.70,Red iron oxide	0.07,Bentonite	0.20,,,,,
620,Stoney Semimatt Glaze,10,speckled white,,matte,,,Dolomite	18.00,Whiting	3.00,Custer feldspar	54.00,EPK	25.00,Bentonite	2.00,,,,,,,,
621,Strawberry Crush George's,9,red/ blue/ purple/ white,,glossy shiny,Reduction,Opaque,Potash feldspar	45.45,Flint	25.25,Whiting	14.14,Zinc oxide	4.04,Ferro frit 3134	7.07,Barium carbonate	2.02,Lithium carbonate	2.02,Bentonite	2.02,Tin oxide	1.01,Copper carbonate	0.61,,,
622,Strontium matt ADJUSTED,10,Frosty,tested,Matt,Ox. or Red.,Semi-opaque,Nepheline syenite	51.08,Spodumene	5.74,Magnesium carb	0.09,Strontium carbonate	26.58,EPK	8.29,Flint	8.22,,,,,,,
623,Strontium Matte,9-10,,,Satin matt,Ox. or Red.,Semi-opaque,Nepheline syenite	58.00,Strontium carbonate	26.00,Lithium carbonate	1.00,Kentucky OM #4	10.00,Flint	5.00,,,,,,,,
624,Sworoff,9-10,Frosty,tested,Waxy,Reduction,Semi-opaque,Cornwall Stone	21.00,Kona F-4	27.00,Whiting	9.00,Dolomite	10.00,Talc	6.00,EPK	19.00,Flint	8.00,Bentonite	2.00,,,,,
625,Sworoff Revised,9-10,White,,Satin matt,Ox. or Red.,Opaque,Cornwall Stone	23.70,F-4 spar	30.80,Whiting	10.70,Dolomite	11.80,Talc	7.10,EPK	4.70,Glomax	1.80,Flint	9.50,Bentonite	2.00,,,,
